Date,Sentiment
2024-04-08,-0.1072
2024-05-08,-0.0439025
2024-06-07,-0.03311833333333333
2024-07-07,-0.04182125
2024-08-06,-0.07073099999999999
2024-09-05,-0.11607083333333333
2024-10-05,-0.11115928571428571
2024-11-04,-0.057826875
2024-12-04,-0.077225
2025-01-03,-0.08650950000000002
2025-02-02,-0.08228045454545456
2025-03-04,-0.07721333333333334
2025-04-03,-0.07592230769230769
