Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2024-04-08,517.3626708984375,529.5581721780273,517.0039939933462,527.3562438329022,13260600
2024-04-09,515.0211791992188,523.9585455577184,504.8980750460345,520.3317617542822,10881400
2024-04-10,517.9404907226562,520.6605480051569,503.9614590777392,507.4387939785179,11418500
2024-04-11,521.2583618164062,521.9558295796515,515.4097032879945,519.2158254344968,10369500
2024-04-12,510.039306640625,518.2991821255071,507.4786409454992,515.8680487630246,11944900
2024-04-15,498.4117431640625,516.6452434055009,495.4724538488081,514.8417641277158,13512900
2024-04-16,497.9434814453125,502.93525041440466,495.303089343367,496.29945454209275,9847900
2024-04-17,492.373779296875,501.3310922605612,485.36933351230493,501.2713127841246,12193700
2024-04-18,499.9760437011719,510.34823945758444,497.2260964339249,498.00326007133316,14808700
2024-04-19,479.3213806152344,500.972375440201,474.00079446729563,500.972375440201,25111000
2024-04-22,479.9789733886719,490.2216054605686,471.6792350291974,487.9399208543046,17271100
2024-04-23,494.2967529296875,496.947087855681,487.19266460356954,489.46437591061385,15079200
2024-04-24,491.7061767578125,508.1462009047302,482.8185866885529,506.21325017856066,37772700
2024-04-25,439.775634765625,444.1496617636814,412.99333588695123,419.8682490278648,82890700
2024-04-26,441.6787109375,444.81725504370945,430.3898768860217,439.85534570558576,32691400
2024-04-29,431.0474853515625,438.16154710164096,427.0022452842576,437.96226190943185,21502600
2024-04-30,428.6064147949219,438.0220473247672,428.1580383096976,429.48319059523675,18429500
2024-05-01,437.5935974121094,448.3244387572749,425.55748979180964,427.0420944900981,20344900
2024-05-02,440.0745544433594,442.3462657809091,430.7087280659752,437.24488105143956,15221300
2024-05-03,450.317138671875,452.5191273211899,442.23663272614147,444.3090586474781,16489100
2024-05-06,463.9873046875,464.465570894487,451.69216267855865,453.92401083119677,15094600
2024-05-07,466.5379943847656,469.81604414571893,459.6331913959355,464.5951006433978,13406800
2024-05-08,470.8821716308594,473.8513202902337,461.31706019769786,461.81524276810575,11683900
2024-05-09,473.6919250488281,474.34949927894843,465.93023214661764,468.29161264745665,9437700
2024-05-10,474.4691162109375,475.7643787968333,467.8930998677031,475.355865419644,10750000
2024-05-13,466.3088684082031,471.62945471547624,461.16762053219,471.0316295379581,14668800
2024-05-14,470.1349182128906,470.82241262247226,458.4076805354275,461.68573050507666,10478600
2024-05-15,479.7896423339844,480.74614428336014,469.4872312016632,473.25348993439434,13100500
2024-05-16,471.5098571777344,475.9536369152341,471.03159099352604,473.27341242078234,16608200
2024-05-17,470.1946716308594,471.08142078412743,466.7173670611054,469.11858026391644,10807300
2024-05-20,467.1358337402344,471.4800016099991,465.3423886311172,468.2418148692893,11745100
2024-05-21,462.941162109375,468.9891060973983,460.5897244545208,465.4221016970654,11742200
2024-05-22,466.0796813964844,471.9980927279,463.9574187949519,466.16935060979057,10078600
2024-05-23,464.08697509765625,472.63577501421946,459.86239643933766,471.16117399926424,11747900
2024-05-24,476.48175048828125,478.10583057251955,464.6050643409165,465.9202736564943,12012300
2024-05-28,478.17559814453125,479.1121534544574,473.11404592217065,474.8477116327239,10175800
2024-05-29,472.6357421875,478.10580735499315,471.9781679682956,472.9346699665159,9226200
2024-05-30,465.3523254394531,470.0153373933379,463.0208346658362,469.95555791760296,10735200
2024-05-31,465.13311767578125,467.4148023246717,452.8080859511944,464.10686281384676,16919800
2024-06-03,475.75439453125,477.8567408480421,466.53801672351005,469.14848859966503,11279400
2024-06-04,475.2561950683594,477.1493131464151,471.5098828447324,475.26616844981777,7088700
2024-06-05,493.260498046875,494.84471488804246,482.1510333966867,482.68907905808396,15690500
2024-06-06,491.96527099609375,500.99233691067286,489.1057078527464,491.1881073877741,10667300
2024-06-07,491.16815185546875,497.09653661265514,488.3883150022529,494.10744118684374,9380700
2024-06-10,500.77313232421875,500.8329118009078,491.61653412930673,492.06488020447483,11236900
2024-06-11,505.62542724609375,505.75495958151856,496.4588556425314,498.34200038373547,9673700
2024-06-12,506.9904479980469,512.1416692910807,502.63633708271516,512.1217225274808,11983200
2024-06-13,502.2676696777344,507.50852960132505,499.537608536514,503.8718029468352,9954600
2024-06-14,502.8262023925781,505.80828233509834,499.42522020615223,501.32018749550235,10243300
2024-06-17,505.2896423339844,509.3987374114916,494.6977439414019,500.3427732497189,11266600
2024-06-18,498.1685485839844,504.6613355859566,493.71037311736205,503.2251427888674,13060400
2024-06-20,500.3727111816406,502.3375005534766,495.45573089177043,500.67190532482755,11801200
2024-06-21,493.47100830078125,502.1180843319888,491.08734711442,502.1180843319888,23130700
2024-06-24,497.590087890625,506.4565526889867,492.98231542757276,497.879329189251,13525300
2024-06-25,509.2491760253906,509.3588704025715,494.18911810475925,495.73500529039063,12109800
2024-06-26,511.7624816894531,512.4506586561395,503.34480817062513,505.3095975439335,8882300
2024-06-27,518.1854858398438,521.4967099840738,512.5404863257912,512.8895360407101,10121200
2024-06-28,502.88604736328125,520.4993300901835,502.5070478134148,515.7818631585335,15855100
2024-07-01,503.3448181152344,505.2397854135722,491.8652895125617,503.6141232864657,10328200
2024-07-02,508.1520690917969,509.149423496295,498.12866950132707,499.4352013362723,7739500
2024-07-03,508.6108703613281,509.92738554938944,504.68129136586316,505.0303715131761,6005600
2024-07-05,538.4816284179688,539.4391106295718,510.246556070779,510.246556070779,21354100
2024-07-08,527.919677734375,541.3739798552638,525.2567583321568,540.9151748824779,14917500
2024-07-09,528.5978393554688,536.0580308916997,526.7926303012964,532.3379184075122,8753200
2024-07-10,533.275390625,537.4543077142633,526.9621206539213,529.3856843777168,10983300
2024-07-11,511.3435974121094,534.0433926014839,507.0250359475886,529.4854758280743,16458300
2024-07-12,497.5501708984375,506.7457794296081,492.92246243757324,496.4431221547364,19750500
2024-07-15,494.84735107421875,505.3395081572605,492.06472384159474,497.31081760153563,12539200
2024-07-16,488.4942321777344,502.6167744833756,484.5048144790846,500.17324396821596,14075800
2024-07-17,460.7677307128906,477.9023017376505,457.905328571596,477.9023017376505,28076600
2024-07-18,474.5910949707031,477.97211054275687,463.31101919766354,473.74333764754465,19267200
2024-07-19,475.52862548828125,485.4223643535943,474.4514656631318,474.8005457997421,15149400
2024-07-22,486.1105041503906,490.75817907426796,482.61976392504766,485.29266627846886,12023100
2024-07-23,487.3971252441406,493.9098482730073,486.42969025653684,488.54407671929795,9455500
2024-07-24,460.04962158203125,475.03985596857615,459.3614446582769,471.06042192526183,17649700
2024-07-25,452.21044921875,462.3236067182569,441.4789064419887,462.0343958650566,18240500
2024-07-26,464.46795654296875,468.5271658214887,458.2045721245555,462.97192494204035,14222400
2024-07-29,464.4779052734375,472.70607900562055,463.78972830816224,468.63688647936897,11339600
2024-07-30,461.964599609375,471.4793693679955,455.49177911608064,465.7645175423859,11390400
2024-07-31,473.57379150390625,475.2393867973792,465.515181086415,469.7738735533383,24285800
2024-08-01,496.42315673828125,525.7752886817411,490.79809389196134,519.621629234288,43083100
2024-08-02,486.8486022949219,499.82416263155864,474.89030207489265,487.70631248838725,24044700
2024-08-05,474.471435546875,482.20093240553325,449.60736639083,450.1559295912915,21396200
2024-08-06,492.7828063964844,501.2303989457279,477.3836528207429,477.7327329300847,20955000
2024-08-07,487.62652587890625,508.80034027827065,485.57194781622036,501.79892335846426,20105300
2024-08-08,508.2817077636719,508.610821310526,493.4111505917444,496.1837944972908,16156800
2024-08-09,516.4002075195312,516.9687068327605,504.3621325984849,506.36679424679943,13696600
2024-08-12,514.5849609375,516.6494916340242,507.7530779259636,515.4925265619871,9767400
2024-08-13,527.1416625976562,530.0938534798205,516.7791968434872,518.634261382388,13743800
2024-08-14,525.366455078125,532.5872917660244,521.7460534495959,526.663003726039,11444200
2024-08-15,535.908447265625,538.3419943932922,525.3065653122825,530.3830650287364,13482100
